,Smiles,pred_new
896,*c1ccc(C)c(N2C(=O)c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,364.00232
910,*c1ccc(C)c(N2C(=O)c3c(Br)c(Br)c4c5c(Br)c(Br)c6c7c(c(Br)c(Br)c(c8c(Br)c(Br)c(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,393.4678
920,*c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,379.44492
921,*c1ccc(C)c(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,368.3226
925,*c1ccc(C)c(N2C(=O)c3cccc(-c4ccc5c(c4)C(=O)N(*)C5=O)c3C2=O)c1,375.41257
936,*c1ccc(C)c(N2C(=O)c3ccc4c5c(Br)cc6c7c(ccc(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,386.9282
938,*c1ccc(C)c(N2C(=O)c3cccc(-c4cccc5c4C(=O)N(*)C5=O)c3C2=O)c1,380.8967
943,*c1ccc(C)c(N2C(=O)c3ccc4c5c(cc(Br)c(c35)C2=O)C(=O)N(*)C4=O)c1,398.6811
946,*c1ccc(C)c(N2C(=O)c3ccc([13C](=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,354.46313
947,*c1ccc(C)c(N2C(=O)c3cc(Oc4ccccc4C)c(-c4cc5c(cc4Oc4ccccc4C)C(=O)N(*)C5=O)cc3C2=O)c1,352.4089
953,*c1ccc(C)c(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,354.16104
959,*c1ccc(C)c(N2C(=O)c3cc(Br)c4c5c(cc(Br)c(c35)C2=O)C(=O)N(*)C4=O)c1,398.0949
962,*c1ccc(C)c(N2C(=O)c3cccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)c3C2=O)c1,365.2198
1941,*c1cccc2c(N3C(=O)c4ccc5c6c(ccc(c46)C3=O)C(=O)N(*)C5=O)cccc12,365.21225
1942,*c1cccc2c(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,358.94104
1943,*c1cccc2c(N3C(=O)c4ccc5c6ccc7c8c(ccc(c9ccc(c4c59)C3=O)c86)C(=O)N(*)C7=O)cccc12,363.65936
1946,*c1cccc2c(N3C(=O)c4cc(Cl)c5c6c(Cl)cc7c8c(cc(Cl)c(c9c(Cl)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)cccc12,366.10754
1955,*c1cccc2c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4ccccc4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)cccc12,385.97113
1956,*c1cccc2c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C(C)=CC4(c4ccccc4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)cccc12,383.99478
1961,*c1cccc2c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4ccco4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)cccc12,384.4401
1962,*c1cccc2c(N(C(=O)c3ccccc3C(=O)O)C(=O)c3ccccc3C(=O)N(*)C(=O)c3ccccc3C(=O)O)cccc12,365.06985
1963,*c1cccc2c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=C(C(C)=O)C4(C)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)cccc12,378.34134
1971,*c1cccc2c(N3C(=O)c4ccc5c6c(N(c7ccccc7)c7ccccc7)cc7c8c(ccc(c9c(N(c%10ccccc%10)c%10ccccc%10)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)cccc12,362.35962
1975,*c1cccc2c(N3C(=O)c4ccc5c6c(Br)cc7c8c(cc(Br)c(c9ccc(c4c59)C3=O)c86)C(=O)N(*)C7=O)cccc12,360.89786
1977,*c1cccc2c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(C)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)cccc12,384.85162
1979,*c1cccc2c(N3C(=O)c4cc(Br)c5c6c(Br)cc7c8c(cc(Br)c(c9c(Br)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)cccc12,366.78336
1981,*c1cccc2c(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cccc12,380.7682
1984,*c1cccc2c(N3C(=O)c4ccc(N=Nc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,366.33066
2001,*c1cccc2c(N3C(=O)c4ccc5c6ccc7c8c(cnc(c9ncc(c4c59)C3=O)c86)C(=O)N(*)C7=O)cccc12,382.6854
2004,*c1cccc2c(N3C(=O)c4cc5c(cc4C3=O)C3(C)c4ccccc4C5(C)c4cc5c(cc43)C(=O)N(*)C5=O)cccc12,371.94693
2011,*c1cccc2c(N3C(=O)c4ccc5c6c(-n7c8ccccc8c8ccccc87)cc7c8c(ccc(c9c(-n%10c%11ccccc%11c%11ccccc%11%10)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)cccc12,375.7477
2015,*c1cccc2c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C(C)=CC4(c4cccs4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)cccc12,383.28275
2020,*c1cccc2c(N3C(=O)c4ccc5c6c(N(C)C)cc7c8c(ccc(c9c(N(C)C)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)cccc12,365.34998
2023,*c1cccc2c(N3C(=O)c4ccc5c6c(C#CC(c7ccccc7)(c7ccccc7)c7ccccc7)cc7c8c(ccc(c9c(C#CC(c%10ccccc%10)(c%10ccccc%10)c%10ccccc%10)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)cccc12,357.5599
2029,*c1cccc2c(N3C(=O)c4cc(C#CC(c5ccccc5)(c5ccccc5)c5ccccc5)c5c6ccc7c8c(ccc(c9c(C#CC(c%10ccccc%10)(c%10ccccc%10)c%10ccccc%10)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)cccc12,357.39865
2031,*c1cccc2c(N3C(=O)c4cc5c(cc4C3=O)C3(C(C)C)c4ccccc4C5(C(C)C)c4cc5c(cc43)C(=O)N(*)C5=O)cccc12,377.71762
2034,*c1cccc2c(N3C(=O)c4ccc5c6c(Br)cc7c8c(cc(Br)c(c9c(Br)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)cccc12,361.67227
2035,*c1cccc2c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4cccs4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)cccc12,385.06906
2052,*c1cccc2c(N3C(=O)c4ccc5c6c(-c7ccc([N+](=O)[O-])cc7)cc7c8c(ccc(c9c(-c%10ccc([N+](=O)[O-])cc%10)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)cccc12,355.44855
2053,*c1cccc2c(N3C(=O)c4cnc5c6ncc7c8c(cnc(c9ncc(c4c59)C3=O)c86)C(=O)N(*)C7=O)cccc12,395.39084
2056,*c1cccc2c(N(C(=O)C=CC(=O)O)C(=O)c3cc(C(=O)N(*)C(=O)C=CC(=O)O)c(C(=O)O)cc3C(=O)O)cccc12,365.51913
2060,*c1cccc2c(N3C(=O)c4ccc([Si](c5ccccc5)(c5ccccc5)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,362.37448
2074,*c1cccc2c(N3C(=O)c4c(Br)c(Br)c5c6c(Br)c(Br)c7c8c(c(Br)c(Br)c(c9c(Br)c(Br)c(c4c59)C3=O)c86)C(=O)N(*)C7=O)cccc12,358.45114
2084,*c1cccc2c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,368.45798
2085,*c1cccc2c(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,358.81528
2089,*c1cccc2c(N3C(=O)c4cccc(-c5ccc6c(c5)C(=O)N(*)C6=O)c4C3=O)cccc12,372.04544
2100,*c1cccc2c(N3C(=O)c4ccc5c6c(Br)cc7c8c(ccc(c9c(Br)cc(c4c59)C3=O)c86)C(=O)N(*)C7=O)cccc12,360.5294
2102,*c1cccc2c(N3C(=O)c4cccc(-c5cccc6c5C(=O)N(*)C6=O)c4C3=O)cccc12,368.81403
2107,*c1cccc2c(N3C(=O)c4ccc5c6c(cc(Br)c(c46)C3=O)C(=O)N(*)C5=O)cccc12,371.20938
2110,*c1cccc2c(N3C(=O)c4ccc([13C](=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,358.94104
2111,*c1cccc2c(N3C(=O)c4cc(Oc5ccccc5C)c(-c5cc6c(cc5Oc5ccccc5C)C(=O)N(*)C6=O)cc4C3=O)cccc12,359.59457
2112,*c1cccc2c(N3C(=O)c4cc(Oc5ccccc5C)c(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,355.77908
2117,*c1cccc2c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,359.73428
2123,*c1cccc2c(N3C(=O)c4cc(Br)c5c6c(cc(Br)c(c46)C3=O)C(=O)N(*)C5=O)cccc12,372.00156
2126,*c1cccc2c(N3C(=O)c4cccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)c4C3=O)cccc12,366.2954
3110,*c1cccc(N2C(=O)c3cc(Cl)c4c5c(Cl)cc6c7c(cc(Cl)c(c8c(Cl)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,350.83127
3119,*c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,379.52292
3120,*c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,374.12625
3125,*c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccco3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,379.4936
3127,*c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=C(C(C)=O)C3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,371.92776
3141,*c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,378.9485
3143,*c1cccc(N2C(=O)c3cc(Br)c4c5c(Br)cc6c7c(cc(Br)c(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,352.23862
3145,*c1cccc(N2C(=O)c3cc4c(cc3C2=O)C(C(F)(F)F)(C(F)(F)F)c2cc3c(cc2O4)C(=O)N(*)C3=O)c1,361.01462
3165,*c1cccc(N2C(=O)c3ccc4c5ccc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,363.905
3179,*c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,374.43057
3195,*c1cccc(N2C(=O)c3cc4c(cc3C2=O)C2(C(C)C)c3ccccc3C4(C(C)C)c3cc4c(cc32)C(=O)N(*)C4=O)c1,365.11896
3199,*c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,379.54456
3217,*c1cccc(N2C(=O)c3cnc4c5ncc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,375.8449
3238,*c1cccc(N2C(=O)c3c(Br)c(Br)c4c5c(Br)c(Br)c6c7c(c(Br)c(Br)c(c8c(Br)c(Br)c(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,350.05814
3271,*c1cccc(N2C(=O)c3ccc4c5c(cc(Br)c(c35)C2=O)C(=O)N(*)C4=O)c1,357.18176
3287,*c1cccc(N2C(=O)c3cc(Br)c4c5c(cc(Br)c(c35)C2=O)C(=O)N(*)C4=O)c1,357.16226
3493,*c1ccc(N2C(=O)c3ccc4c5c(ccc(c35)C2=O)C(=O)N(*)C4=O)cc1,383.89938
3494,*c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,357.95282
3495,*c1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,381.91306
3498,*c1ccc(N2C(=O)c3cc(Cl)c4c5c(Cl)cc6c7c(cc(Cl)c(c8c(Cl)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,395.1863
3507,*c1ccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)cc1,399.93448
3508,*c1ccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)cc1,395.40744
3510,*c1ccc(N2C(=O)C3=CC45C(=O)N(*)C(=O)C46C=C(C2=O)C3(C)C56C)cc1,350.50513
3513,*c1ccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccco3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)cc1,398.7549
3514,*c1ccc(N(C(=O)c2ccccc2C(=O)O)C(=O)c2ccccc2C(=O)N(*)C(=O)c2ccccc2C(=O)O)cc1,368.10568
3515,*c1ccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=C(C(C)=O)C3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)cc1,391.45367
3523,*c1ccc(N2C(=O)c3ccc4c5c(N(c6ccccc6)c6ccccc6)cc6c7c(ccc(c8c(N(c9ccccc9)c9ccccc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,355.12225
3527,*c1ccc(N2C(=O)c3ccc4c5c(Br)cc6c7c(cc(Br)c(c8ccc(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,391.42648
3529,*c1ccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)cc1,398.81342
3531,*c1ccc(N2C(=O)c3cc(Br)c4c5c(Br)cc6c7c(cc(Br)c(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,397.2088
3533,*c1ccc(N2C(=O)c3cc4c(cc3C2=O)C(C(F)(F)F)(C(F)(F)F)c2cc3c(cc2O4)C(=O)N(*)C3=O)cc1,389.2455
3536,*c1ccc(N2C(=O)c3ccc(N=Nc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,381.65866
3553,*c1ccc(N2C(=O)c3ccc4c5ccc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,407.94568
3554,*c1ccc(N2C(=O)c3cc4c(cc3C2=O)C(C)(C)CC2(CC(C)(C)c3cc5c(cc3O2)C(=O)N(*)C5=O)O4)cc1,356.77097
3556,*c1ccc(N2C(=O)c3cc4c(cc3C2=O)C2(C)c3ccccc3C4(C)c3cc4c(cc32)C(=O)N(*)C4=O)cc1,368.33353
3563,*c1ccc(N2C(=O)c3ccc4c5c(-n6c7ccccc7c7ccccc76)cc6c7c(ccc(c8c(-n9c%10ccccc%10c%10ccccc%109)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,373.66177
3567,*c1ccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)cc1,394.8934
3572,*c1ccc(N2C(=O)c3ccc4c5c(N(C)C)cc6c7c(ccc(c8c(N(C)C)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,386.93008
3575,*c1ccc(N2C(=O)c3ccc4c5c(C#CC(c6ccccc6)(c6ccccc6)c6ccccc6)cc6c7c(ccc(c8c(C#CC(c9ccccc9)(c9ccccc9)c9ccccc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,362.09512
3581,*c1ccc(N2C(=O)c3cc(C#CC(c4ccccc4)(c4ccccc4)c4ccccc4)c4c5ccc6c7c(ccc(c8c(C#CC(c9ccccc9)(c9ccccc9)c9ccccc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,362.16544
3583,*c1ccc(N2C(=O)c3cc4c(cc3C2=O)C2(C(C)C)c3ccccc3C4(C(C)C)c3cc4c(cc32)C(=O)N(*)C4=O)cc1,383.14093
3586,*c1ccc(N2C(=O)c3ccc4c5c(Br)cc6c7c(cc(Br)c(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,391.58414
3587,*c1ccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)cc1,399.3859
3604,*c1ccc(N2C(=O)c3ccc4c5c(-c6ccc([N+](=O)[O-])cc6)cc6c7c(ccc(c8c(-c9ccc([N+](=O)[O-])cc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,374.68906
3605,*c1ccc(N2C(=O)c3cnc4c5ncc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,423.078
3608,*c1ccc(N(C(=O)C=CC(=O)O)C(=O)c2cc(C(=O)N(*)C(=O)C=CC(=O)O)c(C(=O)O)cc2C(=O)O)cc1,385.05704
3612,*c1ccc(N2C(=O)c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,363.83673
3626,*c1ccc(N2C(=O)c3c(Br)c(Br)c4c5c(Br)c(Br)c6c7c(c(Br)c(Br)c(c8c(Br)c(Br)c(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,397.50998
3636,*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,382.95892
3637,*c1ccc(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,368.0684
3641,*c1ccc(N2C(=O)c3cccc(-c4ccc5c(c4)C(=O)N(*)C5=O)c3C2=O)cc1,378.57687
3652,*c1ccc(N2C(=O)c3ccc4c5c(Br)cc6c7c(ccc(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,390.47522
3654,*c1ccc(N2C(=O)c3cccc(-c4cccc5c4C(=O)N(*)C5=O)c3C2=O)cc1,383.61282
3659,*c1ccc(N2C(=O)c3ccc4c5c(cc(Br)c(c35)C2=O)C(=O)N(*)C4=O)cc1,401.7996
3662,*c1ccc(N2C(=O)c3ccc([13C](=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,357.95285
3663,*c1ccc(N2C(=O)c3cc(Oc4ccccc4C)c(-c4cc5c(cc4Oc4ccccc4C)C(=O)N(*)C5=O)cc3C2=O)cc1,352.37906
3669,*c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,354.01248
3675,*c1ccc(N2C(=O)c3cc(Br)c4c5c(cc(Br)c(c35)C2=O)C(=O)N(*)C4=O)cc1,402.27707
3678,*c1ccc(N2C(=O)c3cccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)c3C2=O)cc1,368.3859
3701,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4ccccc4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c(C)c2)cc1C,361.14755
3702,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C(C)=CC4(c4ccccc4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c(C)c2)cc1C,355.92972
3707,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4ccco4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c(C)c2)cc1C,361.12143
3723,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(C)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c(C)c2)cc1C,353.00507
3761,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C(C)=CC4(c4cccs4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c(C)c2)cc1C,355.94458
3777,*c1ccc(Cc2ccc(N3C(=O)c4cc5c(cc4C3=O)C3(C(C)C)c4ccccc4C5(C(C)C)c4cc5c(cc43)C(=O)N(*)C5=O)c(C)c2)cc1C,353.42612
3781,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4cccs4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c(C)c2)cc1C,361.09323
3895,*c1ccc(Oc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4ccccc4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)cc2)cc1,351.47333
3901,*c1ccc(Oc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4ccco4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)cc2)cc1,351.48587
3917,*c1ccc(Oc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(C)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)cc2)cc1,350.3824
3975,*c1ccc(Oc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4cccs4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)cc2)cc1,351.64062
4671,*c1ccc(Cc2ccc(C)c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4ccccc4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c2)cc1,360.03497
4672,*c1ccc(Cc2ccc(C)c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C(C)=CC4(c4ccccc4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c2)cc1,355.11795
4677,*c1ccc(Cc2ccc(C)c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4ccco4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c2)cc1,360.00894
4693,*c1ccc(Cc2ccc(C)c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(C)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c2)cc1,351.9638
4731,*c1ccc(Cc2ccc(C)c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C(C)=CC4(c4cccs4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c2)cc1,355.1352
4747,*c1ccc(Cc2ccc(C)c(N3C(=O)c4cc5c(cc4C3=O)C3(C(C)C)c4ccccc4C5(C(C)C)c4cc5c(cc43)C(=O)N(*)C5=O)c2)cc1,353.59787
4751,*c1ccc(Cc2ccc(C)c(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4cccs4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c2)cc1,359.98294
4865,*c1ccc(Sc2ccccc2N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)cc1,379.66696
4866,*c1ccc(Sc2ccccc2N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)cc1,374.60452
4871,*c1ccc(Sc2ccccc2N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccco3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)cc1,379.32303
4873,*c1ccc(Sc2ccccc2N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=C(C(C)=O)C3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)cc1,371.72647
4887,*c1ccc(Sc2ccccc2N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)cc1,377.4509
4891,*c1ccc(Sc2ccccc2N2C(=O)c3cc4c(cc3C2=O)C(C(F)(F)F)(C(F)(F)F)c2cc3c(cc2O4)C(=O)N(*)C3=O)cc1,366.6786
4914,*c1ccc(Sc2ccccc2N2C(=O)c3cc4c(cc3C2=O)C2(C)c3ccccc3C4(C)c3cc4c(cc32)C(=O)N(*)C4=O)cc1,354.65457
4925,*c1ccc(Sc2ccccc2N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)cc1,374.298
4941,*c1ccc(Sc2ccccc2N2C(=O)c3cc4c(cc3C2=O)C2(C(C)C)c3ccccc3C4(C(C)C)c3cc4c(cc32)C(=O)N(*)C4=O)cc1,369.88058
4945,*c1ccc(Sc2ccccc2N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)cc1,379.37167
4963,*c1ccc(Sc2ccccc2N2C(=O)c3cnc4c5ncc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)cc1,361.58002
5059,*c1ccccc1Cc1ccccc1N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=CC2(c2ccccc2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,352.6619
5065,*c1ccccc1Cc1ccccc1N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=CC2(c2ccco2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,352.63507
5085,*c1ccccc1Cc1ccccc1N1C(=O)c2cc3c(cc2C1=O)C(C(F)(F)F)(C(F)(F)F)c1cc2c(cc1O3)C(=O)N(*)C2=O,356.69702
5135,*c1ccccc1Cc1ccccc1N1C(=O)c2cc3c(cc2C1=O)C1(C(C)C)c2ccccc2C3(C(C)C)c2cc3c(cc21)C(=O)N(*)C3=O,353.3317
5139,*c1ccccc1Cc1ccccc1N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=CC2(c2cccs2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,352.61337
